PC1,income
-1077.4961672788668,0
-1077.496154073515,0
-1077.4962450197759,0
-1077.4962055659978,0
-1077.4962296775898,0
-1081.3128922316548,0
-1077.4962100807904,0
-1077.4962572352247,0
-1077.4962366929872,0
-1077.4962365186575,0
331.50194030466224,0
-1077.4961907301706,0
-1077.496193337699,0
2596.498515467455,0
-1077.4962175349847,0
-1077.4962197497618,0
-1077.496214462604,0
-1077.496164883999,1
-1077.4961857429055,0
-1077.4962134937605,0
-1077.4961627150353,1
-1077.4961396777815,1
-1077.4962308464833,0
-1077.4961706933316,1
-1077.4962225241604,0
-1077.496184160383,0
-1077.4962399680205,0
-1080.5084037303548,0
-1077.4961943049432,0
-1077.4961839562884,1
-1077.4962330860303,0
-1080.916675820723,1
-1077.496203038526,0
-1077.4961587374382,1
-1077.496178292555,0
-1077.4962226394186,0
-1077.4962250612898,0
-1077.496208857786,0
-1077.4962011974296,1
-1077.4962373627252,0
-1077.4962326275438,0
-1077.496189724711,0
-1077.4962311676745,0
-1077.4961854010608,0
-1077.4961839502378,0
-1077.4962711081034,0
2986.4979846108213,0
-1077.4962276430929,0
-1077.4961633291152,1
-1077.4962374055124,0
-1077.4961798009488,1
-1077.4961865446921,0
-1077.4962143899425,1
-1077.4961820869546,1
-22.497639017061125,0
1329.5005286123014,0
-1077.4961897115872,0
-1077.4962208945124,0
-1077.4962051197285,0
6220.493134422279,1
-1077.4962138035794,0
-1077.4962245827194,0
6220.493124431213,1
-1077.4962201877663,0
4100.496304234687,1
-1077.4961948281161,0
-1077.4961595727907,0
-1077.4962324428031,0
13946.481615922803,1
-1077.4961389070522,1
-1077.4961904757547,0
-1077.4961971182997,0
-1077.4962240144623,0
-1077.496169560266,0
-1077.4962190241756,0
-1077.49617886704,0
-1077.4962195493863,0
-1077.4962006466742,0
-1077.4962028567631,0
-1077.4961649694528,0
2386.4988875860536,0
-1077.4962304451806,0
-1077.49617946948,0
6610.492581781576,1
-1077.4962414066504,0
-1077.4962086011747,1
3308.497493516974,1
-1077.4962138144917,0
-1077.496214825419,0
-1077.496201666859,0
-1077.4961911354314,0
-1077.4961884755899,1
-1077.496180754818,1
-1077.4961965689831,0
6220.493154706355,1
-1077.4962406286047,0
-1077.496182249989,1
-1077.4962445905771,0
-1077.4962218320097,0
-1077.4961639802882,0
-1077.4962590485386,0
-1077.4962212246353,0
-1077.496210109971,0
-1077.4961999501654,0
-1080.0654674959276,0
-1077.4962128924983,0
-1077.496236390621,0
-1077.4961627899434,0
-1077.496175662803,0
-1077.4962383654502,0
-1080.7609824421543,1
-1077.4961840416174,0
972.5009793853303,0
-1077.4962069943294,0
-1077.49619820968,0
-1077.4961931661219,0
-1077.4962048701364,0
-1077.496191400471,0
-1077.4962638196005,0
-1077.4962246520058,0
-1077.4961479147964,0
-1077.4962418149794,0
-1077.4962047098577,0
-1077.4962053120094,0
6220.493138003344,1
6220.493123762273,1
-1077.496239947697,0
-1077.496226143065,0
-1077.4961780761325,0
-1077.496218882272,0
-1077.4962052753867,0
-1077.4961887435004,0
-1077.4962032783064,0
-1077.4961773490058,1
-1077.4962178855026,0
-1077.4961773526704,1
-1077.496213689139,0
-1077.4961529432808,1
-1077.496206001664,1
-1077.4962018235904,0
-1077.4961901245038,1
-1077.4962120576454,0
-1077.4962369814232,0
-1077.4962428204808,0
-1077.4961434025201,1
-1077.4961685463338,0
-1080.202133278761,1
-1077.496212345982,0
-1077.4962157428338,0
-1077.4961727814443,0
-1077.4962319100891,0
-1077.4961604159257,1
-1077.4962156507647,0
-1077.496243557084,0
-1077.4962729144038,0
-1077.4961902952116,1
-1077.4962039122815,0
-1077.4962164555564,0
-1077.496252993248,0
-1077.4962143648434,0
-1077.4962213478607,0
-1077.496169366197,0
-1077.4961979038903,0
-1077.4961980253515,0
-1081.5430602283066,0
-1077.4962095451058,0
-1077.496198842792,0
-1077.4962020503335,0
-1077.4962467247424,0
-1077.4962224754452,0
-1081.6745396421982,1
-1077.4962509613258,0
-1077.4962358800105,0
-1077.4962135052497,1
-1077.4961885513858,0
-1077.496179283917,0
6610.492576627143,1
-1077.496230677389,0
-1077.4961951670932,0
-1077.4962049186977,0
-1077.4962354085237,0
-1077.4961697163446,1
-1077.4961447756427,1
-1077.4962256474723,0
-1077.496223603522,0
-1077.4961603386914,1
-1077.496184488351,0
-1081.2662440576207,0
-1080.9166530832351,1
-1077.496215979467,0
-1077.4962065487368,0
-1080.7610040774357,1
-1077.496192758512,0
-1077.4962224938947,0
-1077.4962332869416,0
-1077.4962108131779,0
13946.481636771876,1
-1077.4962031806122,0
-1077.4962127915019,1
-1077.4962352769796,0
-1077.4962589754018,0
-1077.4962284132146,0
-1077.4962185321997,0
-1077.4962206696503,0
1098.5007104558636,0
-1077.4961785755788,1
-1077.496221561294,0
-1077.4962468192148,0
-1077.4961994559114,0
-1079.932235630424,0
-1077.4962024943911,0
-1077.4961756656649,1
-1077.4961527828666,0
-1077.496192186485,0
-1077.496243005188,0
1096.5008006494354,0
-1077.4962083029145,1
-1080.9219221993017,0
-1077.4961617215686,1
-483.4968960416611,0
-1077.4962152882072,0
-1077.4962114801347,0
-1077.4961980071105,0
-1077.496190740712,0
-1077.4962236718911,0
-1077.4962272349724,0
-1077.496191111266,1
-1077.4962503137654,0
-1077.4962278141415,0
-1077.496211481196,0
-1077.4961941949111,0
-1077.4962208159925,0
-1077.4962761555355,0
-1077.496238796354,0
-1077.4961774359147,1
-1077.4961864620448,1
-1077.4961808305752,1
-1077.4962008512528,1
-1077.4961912253264,1
-1077.496213024858,0
-1077.4961928930707,0
-1077.4962010420095,0
-1077.4962018000317,0
-1077.4961932600222,0
-1077.4961899404839,0
-1077.4961683828978,0
-1077.4962436091223,0
-1077.4962181219805,0
-1077.4961944092693,0
-1077.496199289044,0
-1077.4962001554595,0
-1080.9166597281285,1
-1077.4962057958483,1
-1077.4961854236533,1
-1077.4962212182759,0
-1077.496221813533,0
-1077.4962080018265,0
-1077.4961935124654,0
-1077.4961810773004,0
-1077.4962877683186,0
-1077.4962327783257,0
-1077.496245106919,0
-1077.4962378813286,0
-1077.496185725457,0
-1077.4962103161172,0
-1077.4962067376143,0
-1077.4962158539486,0
-483.49689690104196,0
-1077.496240199494,0
-1077.4962272709172,0
-1077.4961802754724,0
-1077.4961748557992,0
13946.481605636673,1
-1077.4962259670224,0
-1077.4962025148325,0
-1077.4961820843173,0
-1077.4962292197906,0
-1077.4962108555612,0
-1077.4962193570345,0
-1077.496225944307,0
-1077.4962679542375,0
-1077.4962239807733,0
-1077.4961940438845,0
-1077.4962274357788,0
-1077.4961823574922,0
-1077.4961855360973,0
-1077.4961898164038,0
-1077.4961994397822,0
-1077.4961963040055,0
-1077.4962535273335,0
-1077.4961930156737,0
-1077.4962063066962,0
-1077.4962180088746,0
-1079.8837987922655,0
-1077.496244874447,0
-1077.4962043782264,0
-1077.4961901006202,1
-1077.49621874785,0
-1077.4961818983888,0
-1077.4962423835334,0
-1077.4962364757607,0
-1077.496227917978,0
-1077.4961668544638,1
13946.481629847458,1
6610.492565074251,1
-1077.4962081107449,0
-1077.49619405079,1
-1077.496187291586,1
-1077.4962093853123,0
-1077.4961703525603,1
-1077.4962087127074,0
-1077.496195815508,0
-1077.4961582770927,0
-1077.496219652352,0
-1077.4962287066692,0
-1077.4962116845263,0
-1077.496173928943,1
18973.47410516253,1
-1077.4961993331356,0
-1077.4962510293108,0
-1077.4962070500549,0
-1077.4961874891894,0
-1077.4962234859684,0
-1077.4961954313376,0
-1077.4961737615859,0
-1077.4962206225312,0
-1077.4962275888886,0
-1077.4961989194396,0
-1077.4962226717228,0
-1077.4962352562197,0
-1077.496199789485,0
-1077.496235852197,0
-1077.496219461361,0
-1077.4961813002742,0
-1077.4962171062382,0
-1077.4962014361663,0
-1077.4962142119423,0
-1077.4962055015415,1
-1077.4962076860886,0
-1077.4962102227248,0
-1077.4962413383141,0
-1077.496219761434,0
-1077.4962257953064,0
-1077.4961831252542,0
-1077.4961630959904,1
-1077.4961755947973,1
-1077.4962333753144,0
-1077.4961361644625,1
-1077.4962271236664,0
3935.4965913820397,0
-1077.4962435755745,0
-1077.4962233668857,0
-1077.4961614830245,0
-1077.4962304028563,0
-1077.4961886519955,0
-1077.4962689678134,0
-1080.9167026831117,1
-1077.4961515165912,0
-1077.4961797901867,1
-1077.4962483207887,0
-1077.4961968891341,0
-1077.4961648151802,0
-1077.4962019748025,0
-1077.4961803867611,1
-1077.4961873864652,1
-1077.4961872582412,0
-1077.496216320277,0
-1077.4961897018145,0
-1077.496240712665,0
-1077.4962021796653,0
-1077.4962463119073,0
-1080.7609997566658,1
-1077.4961213690187,0
-1077.4962015274054,0
-1077.496190027828,0
-1077.496220427579,1
6610.492569080826,1
-1077.4962038169538,0
-1077.4962275732282,0
-1077.4962357215138,0
-1080.7868919306688,1
1096.5007579807711,0
-1077.4961697122146,0
-1077.4961925515324,0
-1077.4962374489214,0
-1077.4962272870584,0
-1077.4962264503201,0
-1077.4961955238382,0
-1077.4962144706426,0
-1077.4961566381846,1
-1077.4962271857944,0
-1077.496212743427,0
-1077.4962723836802,0
5771.493857437276,0
-1077.4962293946048,0
-1077.49620886475,0
-22.49755767865467,0
-1077.4962192639862,0
-1077.4962022880732,0
-1077.4962107999422,0
-1077.4961938574456,0
-1077.4961427371004,0
13946.48162067353,1
-1077.4962192403304,0
-1077.4962430408893,0
-1077.4962304711514,0
-1077.4961860597787,0
-1077.4962265210368,0
-1077.4962104260617,0
-1077.4962052977257,1
-1077.496182249415,0
-1077.4962006739938,1
-1077.4961746587444,1
-1077.4962019913853,0
-1077.496221809315,0
13946.481584667441,1
-1077.496187704177,1
-1077.496167359529,0
-1077.4962604083946,0
-1077.4962005407917,0
13946.481604044058,1
-1077.4962187899976,0
-1077.4961180152538,1
-1077.4962117549092,0
-1077.4961864874126,0
-1077.4962250181318,0
4100.496307567838,1
-1077.4962017014143,0
-1077.4961432465302,1
-1077.4962214199757,0
-1077.4962026352218,0
-1077.4961760578187,0
-1077.4961804245777,1
-1077.4962440137929,0
3023.4978919462947,0
-1077.4961570193832,1
-1077.4962011800296,0
-1077.4962388701902,0
-1077.4962206065072,0
33.50231856344018,0
-1077.4962068096527,0
-1077.4962372500988,0
-1077.4962039879981,1
-1077.4962045494212,1
-1077.4961664732598,0
-1077.4962157959894,0
-1077.4961737365559,0
-1077.4962396210688,0
7536.4911735480055,1
2333.49893059718,0
-1077.4962063746045,1
-1080.544769149836,0
-1080.4738453485327,0
-1077.4961897202215,0
-1077.4962633576667,0
-1077.496267823675,0
-1077.4961773131392,1
-1077.4961793078105,1
1519.5001158466885,0
-1077.4962609172978,0
-1077.4962058360659,0
-1077.496220687146,0
-1077.4961798040415,0
-1077.496217707359,0
-1077.4961933863472,1
-1077.4962074977248,1
-1077.496213990257,0
-1077.4962770048442,0
-1077.4962178369558,0
-1077.4962537023748,0
-1077.496154485286,0
-1077.4961813381906,0
-1077.496236949736,0
-1077.4961808215837,0
-1077.4962232295397,0
-1077.4961839742364,0
-1077.4962384222326,0
-1077.496216667964,0
-1077.4961977705595,0
-1077.496163158928,1
-1080.7869247243623,1
-1077.4961944255137,0
-1077.4962529895079,0
-1077.4961747105235,0
-1079.8838059907473,0
-1077.4962336146227,0
-1077.4962024223892,0
24158.466330777705,1
-1077.4961718140419,1
-1077.496212486388,0
-1077.496206703438,0
-1077.496190798521,0
-1077.4962569904606,0
-1077.496179974076,0
-1077.4962139867453,0
-1077.4961816806697,0
3308.4974922543947,0
-1077.496191249709,0
-1077.4962258886394,0
-1077.4962116872548,0
-1077.4962344226328,0
-1077.4962476706955,0
-1077.49617222369,1
-1077.4962240686275,0
-1081.044728456282,0
3572.497097391488,0
-1077.4961866840538,1
6220.493164249355,1
-1077.4961802396892,1
-1077.4962044843512,0
-1077.4962459411875,0
-1077.4962144679255,0
8308.490036481653,1
-1077.49624015942,0
-1077.4961940551902,0
-1081.6087638693643,0
-1077.4962392965838,0
-1077.4961958989531,0
1329.5004292665376,0
-1077.4962202318095,0
-1077.496157697259,0
-483.4969113655998,0
-1077.4961732442807,1
-1077.4962413497976,0
-1077.4961588030649,0
13006.48300150272,1
-1077.4962135518197,0
-1077.496256347335,0
-1077.4961696734538,1
6610.492557090567,1
-1077.496222600942,0
-1077.4962397630395,0
-1077.496162075999,0
6610.492568806458,1
-1077.4962121354522,0
-1077.4962009272938,0
-1077.4962208089985,0
-1077.496218505424,0
-1077.4962153224717,0
-1077.4961906054405,1
-1077.4961844057934,0
-1077.4961978444699,1
-1077.49622116915,0
-1077.4962438047219,0
-1077.4961895009196,1
-1077.4962152837898,0
-1077.4961086364847,1
-1077.4961596911542,1
-1077.496238293307,0
-1077.4962107221538,0
-1077.4962218568644,0
-1077.4961625368676,0
-1077.4962240362115,0
-1077.4962254591605,0
-1077.4962586591048,0
-1077.4962074509044,0
-1077.4962086665937,1
-1077.4962021971035,0
-1077.4961936331217,0
-1077.4962124850706,0
-1077.496169813709,0
-1077.49616319572,1
-1077.4961944174954,0
-1077.4961947547129,0
-1080.3838384777862,0
-1077.4961785828323,1
-1077.496173831652,0
-1077.4961765779617,1
-1077.4962113804781,0
-1081.5654856522854,0
-1077.4962472375053,0
-1077.4962045017394,0
-22.497597100448726,0
-1077.4961708315034,1
-1077.4961693582334,0
-1077.4962302898123,0
1385.5003170136479,0
-1077.4961689243435,1
-1077.4962417761587,0
-1077.4961856116406,0
-1077.4962299531912,0
-1077.4961757674673,1
-1080.7869185106115,1
-1077.496189440693,0
-1080.4738342958124,0
-1077.4962179741358,0
-1077.496225509514,0
-1077.4962652047595,0
4100.4962938522995,1
-1077.4961605627068,0
2025.4994258504912,1
-1077.4961477085785,1
-1077.496241744687,0
-1077.4962300677155,0
-1077.4962226857372,0
-1077.4961960846038,0
-1077.496224862316,0
-1077.4962688600292,0
-1077.4961663514723,0
-1077.4961826772649,0
-1077.496173530946,1
-1077.4961786606434,0
-1077.4961874569615,1
-1077.4961916365357,0
-1077.496181386248,0
-1077.4962112156945,0
-1077.4962251563434,0
-1080.38900775902,0
-1078.6259938914577,1
-1077.4961963449468,0
-1077.496230951853,0
-1077.4962213684003,0
-1077.4961934040948,0
-1077.4962334728862,0
3308.497495093048,1
-1077.4962220177997,0
-1077.496172276959,0
-1077.4962120037367,0
-1077.496190250795,0
-1077.4962245135393,0
-1077.4961718633815,1
-1077.4961862310013,0
-1077.4962203969185,0
-1077.4962621140944,0
-1077.4961942742605,0
-1077.4961811739408,1
-1077.496150914832,0
3308.4974921137764,1
-1077.4961992478861,0
-1077.4962068525083,0
-1077.496169983338,1
-1077.496176413041,0
-1077.4962449731756,0
-1077.4961549976085,1
-1077.4961994942596,0
-1077.496183645237,0
-1077.496196290276,0
-1077.4961395329794,1
-1077.4962232883709,0
-1077.4962248775062,0
-1077.4961879463556,1
-1077.4961911384346,0
-1077.4961614395536,1
-1077.4962661537388,0
-1077.4962038620445,0
-1077.496193909476,0
-1077.496173974988,0
-1077.496211750111,0
-1077.4962450085543,0
-1077.4962478552113,0
-1077.4962551408933,0
-1077.4961904523043,1
-1077.4961843932779,0
-1077.4961689066422,1
-1077.4962140245707,0
9527.488242238614,1
-1081.6744699188991,1
-1077.4962482950834,0
-1077.4961539421058,1
-1077.4962624810642,0
-1077.4962026057183,0
-1077.4962067875101,1
-1077.4962451110084,0
-1077.4962284084888,0
-1077.49618262094,1
-1077.4961907173397,0
-1077.4961671238523,1
-1077.4961897240403,0
-1077.4961948515077,0
-1077.4962070495658,0
-1077.4961826023057,0
-1077.4961874599396,0
1096.500773696081,0
-1077.49620512533,0
-1077.4961836758755,0
-1077.4962034395387,0
6610.492582474708,1
-1077.4961344135363,1
-1077.4961649438314,0
-1077.4961830243433,0
-1077.496191981574,0
-1077.4961753799612,1
-1077.496214956429,0
-1077.4961994678365,0
-1077.496230138277,0
-1077.4962348189642,0
-1077.4961943786361,0
-1077.4962161022393,0
-1077.4962093190225,0
-1077.4961981844576,0
-1077.4962178389362,0
-1077.4962390610044,0
-1077.4961837304097,0
-1077.4962352003524,0
-1077.4962043982248,0
-1077.496186746935,0
-1077.4962151956097,0
-1077.496231095119,0
13946.481595787622,1
-1077.4961572225748,0
-1077.4961761836635,1
-1077.4961747298871,0
-1077.496243211854,0
-1077.4962341218093,0
-1077.4962204416013,0
-1077.496245383355,0
-1077.496204913282,0
-1077.4962101947042,0
-1077.4962124205038,0
-1077.4962085917582,0
-1077.496135891711,1
-1077.4962234563236,0
-1077.4962638828142,0
-1077.4961992267888,0
-1077.4962524626465,0
-1077.4962405588271,0
-1077.4962217951195,0
2025.4993803360728,1
-1077.4961580278955,1
-1077.496182665837,0
-1081.6744678217308,1
-1077.4962204573242,0
-1077.4961926848875,1
-1077.496202813376,0
-1077.4962115064543,0
-1077.496199478892,1
-1077.4962334407367,0
-1077.4962207631213,0
-1077.4961937075484,0
-1077.4962093272445,0
-1080.9166779496354,1
-1077.49620794169,0
-1077.496198550632,0
-1077.4961989697208,1
-1077.4961611506205,1
-1077.4962355450516,0
-1077.4962560676797,0
-1077.4961823122492,0
-1077.4962308263869,0
-1077.4961637121855,1
-1077.4962328961062,0
-1077.496173781389,1
-1077.4961791402966,1
-1077.4962005220448,0
-1077.4962246379755,0
-1077.4961563871848,0
-1077.4962321231747,0
-1077.4962153023355,0
-1077.4962544446616,0
-1077.4961792658867,1
-1077.4962039794702,0
-1077.496161736935,1
-1077.496218515783,0
-1077.4962153548333,1
-1077.496203066397,0
-1081.6346757294132,1
-1077.4962087437887,0
-1077.496188405077,0
-1077.496222814876,0
3023.497884106886,0
-1077.496167099365,1
1886.4996145058801,0
-1077.496219149084,0
-1077.496206481319,0
-1077.4962121907608,0
-1077.4962310491997,0
-1077.4961917324986,0
-1077.4962071229268,1
-1077.4961968551795,0
-1077.4962271185896,0
-1077.4962067722115,0
-1077.4962103900787,0
2247.4990732650617,0
-1080.0983286079272,0
-1077.4961899318766,0
-1077.4961992724977,0
-1077.4961881627014,1
-1077.4962138102317,0
-1077.496173021014,1
-1077.4961641925386,0
-1077.4961505576405,1
1502.5001758491853,0
13946.481604952356,1
-1077.496226807961,0
-1080.786867647755,1
-1077.4962035019873,1
-1077.4961793681239,0
-1077.4962473247497,0
-1077.4961573658738,0
-1077.4961939265122,0
-1077.4961987165227,1
13946.48158689122,1
-1077.496199946809,0
-1077.4962037171256,0
-1077.4962076940242,0
2025.49940228289,1
-1077.4961892130218,1
-1077.4961793812938,0
-1077.4962250500614,0
-1077.4961981343488,1
-1077.4962113394492,0
-1077.4962267893038,0
-1077.4962395915618,0
-1077.4962013268587,0
-1077.4961564021946,1
-1077.4962227548986,0
-1077.4962043562105,0
-1077.4962343323327,0
-1077.4961818431,0
-1077.496187462596,0
-1077.4961858836407,1
-1077.4962149561102,0
-1077.4961521839,0
-1077.4962127520216,0
-1080.4703599224454,0
-1077.4962189880753,0
-1077.496229426619,0
-1077.4962436217618,0
-1080.9582623426463,0
331.50187912356114,0
-1077.496190923845,0
-1077.4962302865974,0
-1077.4962482859203,0
-1077.4961817773524,0
-1077.4962283007344,0
-1077.4962072826506,0
6610.492595329695,1
-1077.4962269540968,0
-1077.4961602504377,0
-1077.4961898079252,0
-1077.496211813842,0
-1077.4962181294297,0
-1080.7869140430967,1
-1077.4961856136813,0
-1077.4961561362043,1
6220.49314682479,1
-1077.4961673442272,1
-1077.4962080519404,0
-1077.496180352317,0
-1077.496183760775,0
-1077.496200462379,0
-1080.78690005039,1
-1077.496196565197,1
-1077.4962011077746,0
2393.498861914913,0
-1077.496199003815,0
-1077.496200079893,0
-1077.4961516537303,1
-1077.4962138090973,0
-1080.916635776336,1
-1077.4962128352527,0
-1077.4961710285843,0
-1077.4961799735254,0
-1077.4962145766474,0
-1080.7869567677528,1
-1077.496200137269,1
-1080.786886029709,1
-1077.496268133247,0
-1077.4962406167776,0
-1080.2471446745246,0
-1077.4961917425903,0
-1077.4961950618883,0
-1077.4961841241925,1
-1077.4961788807298,0
-1077.4962305878503,0
-1077.496166618914,0
-1077.4961951845341,1
-1077.4962061489503,0
-1077.4961980710418,0
-1077.496211791248,0
-1077.496196260319,0
6220.49314688801,1
-1077.4962265982203,0
-1077.4961765285984,1
-1077.4961704940233,1
-1077.496150479227,0
-1077.496218466096,0
-1077.4962256186934,0
-1077.4962104199974,0
-1077.4962012612957,0
-1077.4962341020037,0
-1080.9167334968813,1
-1077.496201936732,0
-1077.4962371513384,0
-1077.4961496457113,1
-1080.3527052327588,0
-1077.4961640943345,0
-1077.496196073045,1
-1077.4962252555897,0
-1077.4961833533523,0
-1077.4962401341922,0
2025.4994211389985,1
-1077.4961766635513,0
-1077.4961634400113,1
-1077.4961778856125,1
-1077.4961894061923,0
-1077.4961837205378,0
-1077.4962221647154,0
-1081.6744520122134,1
-1077.4962021480262,0
-1077.4961965863172,0
-1077.496152769913,1
-1077.4961567736668,0
-1077.4962067182691,0
3787.4967571148936,0
-1077.4961995756353,0
-1077.4961779633354,0
-1077.496204905899,0
-1077.4962213662395,0
-1077.4962012891128,1
-1077.4961907377938,0
-1077.496198030745,0
-1077.4961756758664,0
-1077.4962226408402,0
-1077.496218117049,0
-1077.4962287237825,0
-1077.4962108596405,0
-1077.4962010545794,0
-1077.4961938473368,1
-1077.4961490192782,1
-1077.4961925443104,1
-1077.4962053105273,0
-1077.496252648133,0
-1077.4962478377452,0
-1077.4962192534297,0
-1077.4961940684718,0
-1077.4961904103639,0
-1077.4961598747639,0
13946.481597365537,1
-1077.4961956591878,0
-1077.49618854755,0
-1077.4961815833094,1
6220.493144686161,1
-1077.4962389487066,0
-1077.49621000053,0
-1077.4962188567756,0
-1077.496181331749,0
-1077.4962011507057,0
-1077.4961913553936,0
-1077.4961893330146,1
-1077.4961658859493,1
-1077.4961977911864,0
-1077.4962434927088,0
2333.498949217594,0
-1077.496200205187,0
-1077.4961623700785,1
-1077.496168333542,1
-1080.9166705804912,1
-1077.4962240446052,0
9527.488212452496,1
-1077.496251825099,0
-1077.4961148518848,0
-1077.4962133385884,0
-1077.4962015166348,0
-1077.4962173524884,0
-1077.4961304096223,1
-1077.4962260547181,0
-1077.4961971758623,0
-1077.4961772000636,1
-1077.4962283829198,0
-1077.4961802663186,1
-1077.4962111501745,0
-1077.4962345249016,0
-1077.496190831036,1
-1077.4961780445378,1
-1077.4961737391568,0
-1077.4962128438724,0
-1077.4962033646905,0
-1077.4961533777805,0
-1077.4961911609696,0
-1077.4961912751955,0
-1077.4961783091344,0
-1077.496195538486,0
-1077.4961858316203,0
-1077.4961882992209,1
-1077.4961896378372,0
-1077.4961839472062,0
-1077.4962435428297,0
-1077.4961691419578,0
-1077.4961471750864,0
